,drug_name,ade_type,n_manual,n_gpt,tp,fp,fn,precision,recall,f1
420,DUAVEE,all,17,20,17,3.0,0,0.85,1.0,0.9189189189189189
421,DUAVEE,exact-meddra,14,20,14,,0,,1.0,
422,DUAVEE,non-meddra,3,20,3,,0,,1.0,
423,DUAVEE,negated,1,20,1,,0,,1.0,
424,DUAVEE,discontinuous,0,20,0,,0,,,
425,SAPHRIS,all,139,84,87,4.0,52,0.9560439560439561,0.6258992805755396,0.7565217391304349
426,SAPHRIS,exact-meddra,101,84,71,,30,,0.7029702970297029,
427,SAPHRIS,non-meddra,38,84,16,,22,,0.42105263157894735,
428,SAPHRIS,negated,2,84,1,,1,,0.5,
429,SAPHRIS,discontinuous,10,84,5,,5,,0.5,
430,DUREZOL,all,35,43,34,10.0,1,0.7727272727272727,0.9714285714285714,0.8607594936708862
431,DUREZOL,exact-meddra,26,43,26,,0,,1.0,
432,DUREZOL,non-meddra,9,43,8,,1,,0.8888888888888888,
433,DUREZOL,negated,0,43,0,,0,,,
434,DUREZOL,discontinuous,5,43,5,,0,,1.0,
435,ZYDELIG,all,51,44,47,0.0,4,1.0,0.9215686274509803,0.9591836734693878
436,ZYDELIG,exact-meddra,46,44,43,,3,,0.9347826086956522,
437,ZYDELIG,non-meddra,5,44,4,,1,,0.8,
438,ZYDELIG,negated,0,44,0,,0,,,
439,ZYDELIG,discontinuous,0,44,0,,0,,,
440,KALBITOR,all,19,14,14,1.0,5,0.9333333333333333,0.7368421052631579,0.8235294117647058
441,KALBITOR,exact-meddra,18,14,13,,5,,0.7222222222222222,
442,KALBITOR,non-meddra,1,14,1,,0,,1.0,
443,KALBITOR,negated,0,14,0,,0,,,
444,KALBITOR,discontinuous,6,14,1,,5,,0.16666666666666666,
445,ADCETRIS,all,75,58,61,1.0,14,0.9838709677419355,0.8133333333333334,0.8905109489051095
446,ADCETRIS,exact-meddra,58,58,52,,6,,0.896551724137931,
447,ADCETRIS,non-meddra,17,58,9,,8,,0.5294117647058824,
448,ADCETRIS,negated,1,58,0,,1,,0.0,
449,ADCETRIS,discontinuous,2,58,0,,2,,0.0,
450,BESIVANCE,all,7,6,6,0.0,1,1.0,0.8571428571428571,0.923076923076923
451,BESIVANCE,exact-meddra,6,6,6,,0,,1.0,
452,BESIVANCE,non-meddra,1,6,0,,1,,0.0,
453,BESIVANCE,negated,0,6,0,,0,,,
454,BESIVANCE,discontinuous,0,6,0,,0,,,
455,CLEVIPREX,all,16,15,16,0.0,0,1.0,1.0,1.0
456,CLEVIPREX,exact-meddra,13,15,13,,0,,1.0,
457,CLEVIPREX,non-meddra,3,15,3,,0,,1.0,
458,CLEVIPREX,negated,0,15,0,,0,,,
459,CLEVIPREX,discontinuous,0,15,0,,0,,,
460,XTANDI,all,68,43,51,0.0,17,1.0,0.75,0.8571428571428571
461,XTANDI,exact-meddra,56,43,43,,13,,0.7678571428571429,
462,XTANDI,non-meddra,12,43,8,,4,,0.6666666666666666,
463,XTANDI,negated,1,43,1,,0,,1.0,
464,XTANDI,discontinuous,1,43,1,,0,,1.0,
465,BOSULIF,all,84,73,78,1.0,6,0.9873417721518988,0.9285714285714286,0.9570552147239264
466,BOSULIF,exact-meddra,67,73,63,,4,,0.9402985074626866,
467,BOSULIF,non-meddra,17,73,15,,2,,0.8823529411764706,
468,BOSULIF,negated,0,73,0,,0,,,
469,BOSULIF,discontinuous,5,73,5,,0,,1.0,
470,CARBAGLU,all,22,20,21,0.0,1,1.0,0.9545454545454546,0.9767441860465117
471,CARBAGLU,exact-meddra,20,20,19,,1,,0.95,
472,CARBAGLU,non-meddra,2,20,2,,0,,1.0,
473,CARBAGLU,negated,0,20,0,,0,,,
474,CARBAGLU,discontinuous,0,20,0,,0,,,
475,SIMPONI,all,54,39,36,6.0,18,0.8571428571428571,0.6666666666666666,0.75
476,SIMPONI,exact-meddra,34,39,26,,8,,0.7647058823529411,
477,SIMPONI,non-meddra,20,39,10,,10,,0.5,
478,SIMPONI,negated,0,39,0,,0,,,
479,SIMPONI,discontinuous,2,39,0,,2,,0.0,
480,BENLYSTA,all,26,21,20,1.0,6,0.9523809523809523,0.7692307692307693,0.8510638297872339
481,BENLYSTA,exact-meddra,20,21,14,,6,,0.7,
482,BENLYSTA,non-meddra,6,21,6,,0,,1.0,
483,BENLYSTA,negated,0,21,0,,0,,,
484,BENLYSTA,discontinuous,0,21,0,,0,,,
485,TOVIAZ,all,37,35,37,0.0,0,1.0,1.0,1.0
486,TOVIAZ,exact-meddra,33,35,33,,0,,1.0,
487,TOVIAZ,non-meddra,4,35,4,,0,,1.0,
488,TOVIAZ,negated,0,35,0,,0,,,
489,TOVIAZ,discontinuous,0,35,0,,0,,,
490,ENTEREG,all,1,1,1,0.0,0,1.0,1.0,1.0
491,ENTEREG,exact-meddra,1,1,1,,0,,1.0,
492,ENTEREG,non-meddra,0,1,0,,0,,,
493,ENTEREG,negated,0,1,0,,0,,,
494,ENTEREG,discontinuous,0,1,0,,0,,,
495,VIZAMYL,all,8,9,8,1.0,0,0.8888888888888888,1.0,0.9411764705882353
496,VIZAMYL,exact-meddra,8,9,8,,0,,1.0,
497,VIZAMYL,non-meddra,0,9,0,,0,,,
498,VIZAMYL,negated,0,9,0,,0,,,
499,VIZAMYL,discontinuous,0,9,0,,0,,,
500,AMPYRA,all,18,18,18,0.0,0,1.0,1.0,1.0
501,AMPYRA,exact-meddra,17,18,17,,0,,1.0,
502,AMPYRA,non-meddra,1,18,1,,0,,1.0,
503,AMPYRA,negated,0,18,0,,0,,,
504,AMPYRA,discontinuous,0,18,0,,0,,,
